ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일,게이트판정,게이트근거
BEAUTIFUL-DbQCFgOz9z0,2026-08-04T19:59:38+09:00,E1,beautiful_yaksa,뷰약사 ㅣ Healthy life Style l,2.3만,국내 약사 인플루언서,,2026-07-26,10,https://www.instagram.com/beautiful_yaksa/reel/DbQCFgOz9z0/,DbQCFgOz9z0,릴스,38.2,6853,312,2,1041,6.58,0.045528,0.037496,1.2142,0.0064,1,불명,약국 연고·제품을 증상별로 추천; 캡션에 광고·협찬 표기 없음; 공개 상담 링크와 DM·카카오톡 상담 CTA,피부·뷰티,여드름 연고 선택,여름 악화 경고→7가지 증상별 선택,여드름·아젤리아·아크덤겔·클리어틴·세비타비겔·디페린·노스카나·멜라토닝,,목록형,여름에 피지와 땀으로 여드름이 더 심해질수있어요,여름 악화 경고→7증상별 연고→사용법·주의→상담 CTA,번호 목록·제품명·사용 횟수·주의 문구,제품 설명 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,오약·선영,,,약사가 여름 여드름을 증상별로 나눠 약국 연고와 사용법을 정리,증상별 제품 매칭과 사용 횟수를 한 장면에 모아 검색·저장 수요를 자극함(가설),"여름 여드름, 증상별로 연고가 다릅니다;좁쌀·붉은 여드름 약국템 정리;여드름 연고, 바르기 전에 확인할 것",,,검토,배정 재판정(콘텐츠 전환): 오약·선영; 근거=뷰티는 김주성 불가; 선영 허용 범위,2026-08-05T09:43:33.454Z,DbQCFgOz9z0.jpg,미달,"1만~5만 구간(배수 6.58/6, 조회수 6853/10만)"
BEAUTIFUL-DbLIDhAzyM4,2026-08-04T19:59:38+09:00,E1,beautiful_yaksa,뷰약사 ㅣ Healthy life Style l,2.3만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/beautiful_yaksa/reel/DbLIDhAzyM4/,DbLIDhAzyM4,릴스,45.5,899,96,18,1041,0.86,0.106785,0.037496,2.8479,0.1875,1,불명,제품명·가격·구매처를 함께 제시; 캡션에 광고·협찬 표기 없음; 댓글로 정리본 전송 CTA,피부·뷰티,다이소 여름 뷰티템,여름템 5개→가격·저장본 CTA,알로에 쿨링 선스틱·쿨링 생리대·메이크업 픽서·히알루론산 크림·쿨링 바디시트,,목록형,다이소뷰티꿀템 여름 뷰티꿀템!!!!,여름 상황 제시→5개 제품·가격→정리본 댓글 CTA,제품명·가격 자막·번호 목록,제품 공개 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,오약·선영,,,약사가 다이소에서 살 수 있는 여름 뷰티템 5개를 가격과 함께 정리,구매 장소·가격·제품명을 한 번에 제시하고 저장·댓글 행동을 유도함(가설),"다이소 여름템, 약사가 고른 5개;휴가 전 5천원 뷰티템;가격까지 정리한 약국 추천템",,,검토,배정 재판정(콘텐츠 전환): 오약·선영; 근거=뷰티는 김주성 불가; 선영 허용 범위,2026-08-05T09:43:35.993Z,DbLIDhAzyM4.jpg,미달,"1만~5만 구간(배수 0.86/6, 조회수 899/10만)"
EUNHA-DbkpReKMuCV,2026-08-04T20:02:53+09:00,E1,eunha__yak,은하약사 | 손혜림,11.3만,국내 약사 인플루언서,,2026-08-03,2,https://www.instagram.com/eunha__yak/reel/DbkpReKMuCV/,DbkpReKMuCV,릴스,22.2,19483,142,72,1798,10.84,0.007288,0.06753,0.1079,0.507,1,불명,연령별 수면시간·영양제 교육; 캡션에 광고·협찬 표기 없음; 프로필 공개 상담 채널 존재,육아·여성건강·영양제,아이 수면·연령별 영양제,나이별 기준표→성분 조합,4~12개월·1~2세·3~5세·6~12세·13~18세·수면시간·유산균·비타민D·철분·미네랄·오메가3,,표·목록형,우리 아이 잘 자고 있을까? 약사엄마가 알려주는 나이별 권장 수면시간,육아 고민 제시→연령별 수면시간→연령별 성분 조합→상담 CTA,연령 구간 자막·이모지·표 형식,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,불가,,,약사엄마가 아이 연령별 권장 수면시간과 영양제 조합을 한 장면에 정리,부모의 구체적인 연령·수면 고민을 기준표와 성분 조합으로 바로 연결함(가설),"아이 나이별 수면시간과 영양제;철분은 언제부터 확인할까?;아이 영양제, 필수와 선택을 나눠보세요",,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 세 사람 제약 미충족,2026-08-05T09:41:14.313Z,DbkpReKMuCV.jpg,통과,"형식 레퍼런스 예외(배수 10.84≥10, 조회수 1.9만; 조회수 무관)"
EUNHA-DbVUOJ2M37H,2026-08-04T20:02:53+09:00,E1,eunha__yak,은하약사 | 손혜림,11.3만,국내 약사 인플루언서,,2026-07-28,8,https://www.instagram.com/eunha__yak/reel/DbVUOJ2M37H/,DbVUOJ2M37H,릴스,43.8,1387,41,30,1798,0.77,0.02956,0.06753,0.4377,0.7317,1,불명,성장 시기별 영양제 선택 가이드; 캡션에 광고·협찬 표기 없음; 제품 판매 표기 미확인,육아·영양제,아이 영양제 선택 가이드,시기별 필수·선택 성분,아이영양제·성장시기·유산균·비타민D·철분·미네랄·오메가3·종합비타민·아르기닌,,가이드형,약사엄마표 우리 아이 시기별 영양제 세팅법 딱 정리해드릴게요,반복 질문 제시→성장 시기별 핵심→필수·선택 구분→상담 CTA,연령 구간·필수/선택 대비·핵심 자막,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,불가,,,약사가 아이 영양제를 성장 시기별 필수·선택 성분으로 정리,부모가 반복해서 묻는 나이·성분 질문을 시기별 선택 가이드로 압축함(가설),"아이 영양제는 언제부터 무엇을 고를까?;성장 시기별 필수·선택 성분;우리 아이 영양제, 이 기준으로 정리하세요",,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 세 사람 제약 미충족,2026-08-05T09:41:18.175Z,DbVUOJ2M37H.jpg,미달,"10만~ 구간(배수 0.77/4, 조회수 1387/1백만)"
ON-DbUlNd3JArt,2026-08-04T20:06:25+09:00,E1,on.yaksa,건강을 ON💡약사 이강미,2751,국내 약사 인플루언서,,2026-07-28,8,https://www.instagram.com/on.yaksa/reel/DbUlNd3JArt/,DbUlNd3JArt,릴스,41.5,850,,4,,,,,,,1,불명,피부 관리 3단계와 제품·성분을 설명; 캡션에 광고·협찬 표기 없음; 프로필 스마트스토어 링크 존재,피부·뷰티·청소년건강,청소년 여드름 관리,먹는 것·씻는 것·바르는 것 3단계,청소년 여드름·오메가3·비타민C·비타민D·AHA·BHA·보습,,단계형,"앞 영상에서 먹는 관리(영양제셋팅)를 말씀드렸다면, 오늘은 세안+보습 관리입니다",피부 고민 제시→먹는 것→씻는 것→바르는 것→DM CTA,3단계 숫자·성분 자막·금지 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,오약·선영,,,약사가 청소년 여드름 관리를 먹는 것·씻는 것·바르는 것으로 나눠 설명,복잡한 피부 고민을 3단계로 단순화하고 바로 적용할 성분·행동을 제시함(가설),"청소년 여드름은 3단계로 보세요;먹는 것·씻는 것·바르는 것 순서;여드름 피부, 보습을 빼지 마세요",,,검토,지표수집 실패: 공개 재생수 메타 미노출 | 지표 정정: 공개 좋아요 0은 미노출 placeholder로 확인되어 빈칸 처리 | 배정 재판정(콘텐츠 전환): 오약·선영; 근거=뷰티는 김주성 불가; 선영 허용 범위,2026-08-06T02:12:20+09:00,DbUlNd3JArt.jpg,판정불가(지표없음),조회수·배수 없음
ON-DbCXdVZvtB6,2026-08-04T20:06:25+09:00,E1,on.yaksa,건강을 ON💡약사 이강미,2751,국내 약사 인플루언서,,2026-07-21,15,https://www.instagram.com/on.yaksa/reel/DbCXdVZvtB6/,DbCXdVZvtB6,릴스,84.8,608,,3,,,,,,,1,불명,약물 사용 중 영양 관리 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 스마트스토어 링크 존재,건강·대사·영양제,마운자로 사용 중 영양 관리,5가지 필수 관리,마운자로·GLP1·단백질·오메가3·종합비타민·식이섬유·비타민D·K2·근손실,,목록형,"마운자로 맞고 계신다면, 체중 감량만큼 중요한 건 근육과 영양을 지키는 것입니다",약물 사용 상황 제시→5가지 영양 요소→저장 CTA,번호 목록·성분 이모지·저장 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,약사가 마운자로 사용 중 단백질·지방·비타민·식이섬유·D+K2를 정리,약물 사용자의 구체적인 관리 상황과 영양 요소 5개를 연결해 저장 수요를 만듦(가설),"마운자로 사용 중 먼저 챙길 5가지;살보다 근육을 지키는 영양;GLP1 다이어트, 단백질만 보면 안 되는 이유",,,검토,지표수집 실패: 공개 재생수 메타 미노출 | 지표 정정: 공개 좋아요 0은 미노출 placeholder로 확인되어 빈칸 처리 | 배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-06T02:12:20+09:00,DbCXdVZvtB6.jpg,판정불가(지표없음),조회수·배수 없음
JOY-DaEa-5EPIED,2026-08-04T20:10:13+09:00,E1,joy_pharm1212,조이약사 | 수지 조이약국 | 맞춤 건강상담,157,국내 약사 인플루언서,,2026-06-27,39,https://www.instagram.com/joy_pharm1212/reel/DaEa-5EPIED/,DaEa-5EPIED,릴스,41.3,1922,,2,,,,,,,1,불명,유산균·항생제 복용 교육; 캡션에 광고·협찬 표기 없음; 유산균 DM 상담 CTA 존재,육아건강·약물안전,아이 항생제와 유산균,항생제 복용→병용·간격 기준,항생제·유산균·LGG·사카로미세스·2시간 간격·설사,,근거형,"아이 항생제 먹일 때, 약사가 꼭! 하는 말",상황 제시→임상시험 수치→병용·간격 기준→DM CTA,수치 강조·화살표·주의 시간 자막,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,불가,,,약사가 아이 항생제 복용 중 유산균 병용과 2시간 간격을 근거 수치로 설명,부모의 복약 상황과 구체적인 간격·수치를 함께 제시해 즉시 확인 수요를 만듦(가설),"항생제와 유산균, 몇 시간 띄울까?;아이 항생제 복용 전 꼭 확인할 것;임상시험 수치로 보는 유산균 병용",,,검토,지표수집 실패: 공개 재생수 메타 미노출 | 지표 정정: 공개 좋아요 0은 미노출 placeholder로 확인되어 빈칸 처리 | 배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 세 사람 제약 미충족,2026-08-06T02:12:20+09:00,DaEa-5EPIED.jpg,판정불가(지표없음),조회수·배수 없음
JOY-DY5x7zvvdn2,2026-08-04T20:10:13+09:00,E1,joy_pharm1212,조이약사 | 수지 조이약국 | 맞춤 건강상담,157,국내 약사 인플루언서,,2026-05-29,68,https://www.instagram.com/joy_pharm1212/reel/DY5x7zvvdn2/,DY5x7zvvdn2,릴스,51.7,341,,0,,,,,,,1,불명,마그네슘·오메가3·비타민D 기반 생리통 교육; 캡션에 광고·협찬 표기 없음; 상담 DM CTA 존재,여성건강·영양제,생리통 영양 관리,진통제 전 몸 상태 점검→3성분,생리통·마그네슘·오메가3·비타민D·염증·자궁근육,,목록형,"생리통, 매달 참기만 하셨나요?",문제 제기→3성분 설명→저장·공유·DM CTA,성분 이모지·체크 목록·저장 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,약사가 생리통 관리 전에 확인할 마그네슘·오메가3·비타민D를 정리,매달 반복되는 증상을 성분 3개와 연결하고 저장·상담 행동으로 마무리함(가설),"생리통 전에 확인할 성분 3개;진통제 전에 몸 상태부터 보세요;마그네슘·오메가3·비타민D, 무엇부터 챙길까?",,,검토,지표수집 실패: 공개 재생수 메타 미노출 | 지표 정정: 공개 좋아요 0은 미노출 placeholder로 확인되어 빈칸 처리 | 배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-06T02:12:20+09:00,DY5x7zvvdn2.jpg,판정불가(지표없음),조회수·배수 없음
ONEUL-DbOB-dYJcjF,2026-08-04T20:15:50+09:00,E1,oneul_pharmacy,오늘부터 같이 시작해요!ㅣ오늘약사 김세희,3.2만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/oneul_pharmacy/reel/DbOB-dYJcjF/,DbOB-dYJcjF,릴스,28.8,465,49,5,1373,0.34,0.105376,0.032464,3.2459,0.102,1,불명,아동 영양·비타민C 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 판매 링크와 계정 태그 존재,육아건강·영양제,아이 비타민C,상황 5가지→성분 선택,비염·알러지·코피·군것질·채소 기피·가족 흡연·비타민C,,목록형,"의외로 잘 모르시는, 비타민C가 꼭 필요한 아이 TOP5",문제 제기→5가지 상황→생활 우선순위→계정 CTA,TOP5 번호·상황별 자막·핵심 문장 강조,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,불가,,,약사엄마가 아이에게 비타민C를 확인할 상황 5가지를 생활 사례로 설명,부모가 쉽게 대입할 수 있는 상황을 TOP5로 묶어 저장 수요를 만듦(가설),"아이 비타민C, 이런 상황이면 확인하세요;비염·코피·채소 기피 아이 영양;아이에게 꼭 필요한 비타민C 상황 5개",,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 세 사람 제약 미충족,2026-08-05T09:43:39.720Z,DbOB-dYJcjF.jpg,미달,"1만~5만 구간(배수 0.34/6, 조회수 465/10만)"
ONEUL-DbLjWOzJem8,2026-08-04T20:15:50+09:00,E1,oneul_pharmacy,오늘부터 같이 시작해요!ㅣ오늘약사 김세희,3.2만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/oneul_pharmacy/reel/DbLjWOzJem8/,DbLjWOzJem8,릴스,31.3,116,36,4,1373,0.08,0.310345,0.032464,9.5595,0.1111,1,불명,간접흡연과 영양 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 판매 링크와 계정 태그 존재,육아건강·영양제,간접흡연과 아이 비타민C,가족 흡연→관찰 신호→생활 습관,간접흡연·비타민C·감기·피로·식욕·피부·잇몸·멍,,경고형,가족 중 흡연자가 있다면 이 영상 꼭 공유해 주세요,가족 상황 제시→부족 가능성 설명→관찰 신호→생활 CTA,경고 문구·플러스 목록·가족 상황 강조,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,불가,,,가족 흡연·간접흡연 상황에서 아이의 비타민C 관련 신호를 확인하도록 안내,가족 상황의 긴급성을 먼저 제시하고 관찰할 신호를 목록으로 제공함(가설),"간접흡연 가정의 아이, 먼저 확인할 신호;비타민C 부족이 의심되는 생활 장면;가족 건강 루틴을 하나씩 바꾸세요",,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 뷰티는 김주성 불가; 세 사람 제약 미충족,2026-08-05T09:43:41.132Z,DbLjWOzJem8.jpg,미달,"1만~5만 구간(배수 0.08/6, 조회수 116/10만)"
GANGNAM-DbLF0Ttv03N,2026-08-04T20:24:00+09:00,E1,gangnam_kimyaksa,강남김약사,946,국내 약사 인플루언서,,2026-07-24,12,https://www.instagram.com/gangnam_kimyaksa/reel/DbLF0Ttv03N/,DbLF0Ttv03N,릴스,32.4,596,42,1,826,0.72,0.07047,0.042545,1.6564,0.0238,1,불명,약 복용·상처·감기약·습윤밴드·가글·냉장보관·항생제·코막힘 스프레이 9가지 약국 실수; 광고·협찬 표기 없음,생활약학·약물안전,복약 실수 9가지,상황별 금기·주의,덱시부프로펜·이부프로펜·락툴로오스·차전자피·항생제·코막힘 스프레이,FMT-MED-MISTAKES-001,목록형,약사들이 알려주지 않는 약국에서 가장 많이 하는 실수 9가지,실수 상황 제시→9개 약 복용·보관 실수→주의 문구→저장 CTA,번호 목록·체크 표시·경고 문구,화면 자료 중심 릴스,20-30초,Yoshimasa Terui • Delirious,미측정,,검토,내용·형식,김주성·선영,,,약사가 일상에서 반복되는 약 복용·보관 실수 9가지를 짧은 정답 목록으로 설명,상황별 질문이 많고 즉시 수정할 행동을 번호로 제공해 저장 수요를 만듦(가설),약국에서 가장 자주 하는 실수 9가지; 감기약·항생제·연고 보관 실수; 약은 이렇게 드세요,,,검토,배정 재판정(콘텐츠 전환): 김주성·선영; 근거=선영 허용 범위,2026-08-05T09:42:02.414Z,DbLF0Ttv03N.jpg,미달,"~1만 구간(배수 0.72/8, 조회수 596/3만)"
GANGNAM-Da5Dl3SP9Ra,2026-08-04T20:24:00+09:00,E1,gangnam_kimyaksa,강남김약사,946,국내 약사 인플루언서,,2026-07-17,19,https://www.instagram.com/gangnam_kimyaksa/reel/Da5Dl3SP9Ra/,Da5Dl3SP9Ra,릴스,17.9,91,58,15,826,0.11,0.637363,0.042545,14.981,0.2586,1,불명,혈당·인슐린 저항성 관리 성분 6가지와 용량·복용 주의; 제품명·협찬 표기 없음,대사건강·영양제,혈당·인슐린 저항성,성분·용량·복용 주의,마그네슘·오메가3·베르베린·비타민D·차전자피·이노시톨,FMT-SYMPTOM-3NUTRIENTS-001,수치형,혈당과 인슐린 저항성 개선을 위해 연구에서 많이 사용한 성분과 용량,문제 제기→6개 성분과 용량→복용 주의→식사·운동·수면 CTA,성분명·용량 숫자 강조·주의 아이콘,화면 자료 중심 릴스,30-45초,Yoshimasa Terui • Delirious,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,대사 건강 성분 6개의 용량과 약물 복용 전 상담 주의를 함께 설명,성분명뿐 아니라 용량과 주의 조건을 함께 제시해 실용성이 높음(가설),혈당 관리 성분 6개; 용량까지 정리; 베르베린 복용 전 꼭 확인; 식단·운동과 함께 보는 대사 루틴,,,검토,배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-05T09:42:03.689Z,Da5Dl3SP9Ra.jpg,미달,"~1만 구간(배수 0.11/8, 조회수 91/3만)"
YAK-DZZQhMXPvb3,2026-08-04T20:46:00+09:00,E1,yak.golnam,약골라주는남자 | 약사 박준형,7911,국내 약사 인플루언서,,2026-06-10,56,https://www.instagram.com/yak.golnam/reel/DZZQhMXPvb3/,DZZQhMXPvb3,릴스,39.4,1464,33,2,1440,1.02,0.022541,0.026397,0.8539,0.0606,3,광고,#협찬 표기; 아이스크림 성분표 비교 후 특정 제품 구매를 유도,식품·성분표·제품비교,아이스크림 성분표 비교,첨가제 확인→4개 제품 순위→1위 구매 CTA,탈지분유·설탕·합성향료·구아검·메이플슈가,FMT-PRODUCT-LABEL-RANKING-001,랭킹형,#협찬 맛있는건 먹고싶은데 건강도 생각해야죠,성분표 확인→4개 제품 비교→1위 선정→제품 CTA,순위 번호·성분명 가리기·1위 강조,화면 자료 중심 릴스,20-30초,미확인,미측정,,검토,내용·형식,불가,,,협찬 표기를 앞에 두고 아이스크림 성분표를 비교해 4위부터 1위까지 순위를 제시,제품 비교와 명시적 협찬을 결합한 광고형 랭킹 콘텐츠로 구매 판단을 빠르게 돕는 구조(가설),협찬 표기 후 성분표 비교; 4위부터 1위까지 고르는 법; 제품 광고에서도 성분표를 먼저 보세요,,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 세 사람 제약 미충족,2026-08-05T09:42:35.220Z,DZZQhMXPvb3.jpg,미달,"~1만 구간(배수 1.02/8, 조회수 1464/3만)"
YAK-DZXZtUOv34_,2026-08-04T20:46:00+09:00,E1,yak.golnam,약골라주는남자 | 약사 박준형,7911,국내 약사 인플루언서,,2026-06-10,56,https://www.instagram.com/yak.golnam/reel/DZXZtUOv34_/,DZXZtUOv34_,릴스,60.7,271,20,0,1440,0.19,0.073801,0.026397,2.7958,0,3,광고,#광고 표기; 남성 건강 제품 SAGX의 NAD+·세놀리틱 효능과 구매 링크 제시,남성건강·영양제·광고,남성 건강 키워드 2가지,키워드 설명→제품 효능 주장→구매 링크 CTA,NAD+·세놀리틱·세포 에너지·혈행,FMT-PRODUCT-LABEL-RANKING-001,키워드형,#광고 쏘팔메토는 가라 차세대 남성 건강 키워드 2가지,시장 키워드 제시→노화·에너지 설명→제품 효능 주장→외부 링크 CTA,키워드 큰 자막·효능 키워드 반복·광고 표기,화면 자료 중심 릴스,20-30초,미확인,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,광고 표기와 외부 링크를 포함해 남성 건강 성분 키워드와 특정 제품을 연결,광고 키워드를 먼저 제시하고 효능 서사를 붙여 제품 인지와 링크 클릭을 유도하는 구조(가설),광고 표기를 숨기지 않고 성분 키워드부터 설명; 남성 건강 키워드 2개 비교; 효능 주장과 근거를 분리해서 보기,,,검토,배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-05T09:42:36.466Z,DZXZtUOv34_.jpg,미달,"~1만 구간(배수 0.19/8, 조회수 271/3만)"
HISU-DbNyslZPO3J,2026-08-04T20:50:00+09:00,E1,hisutamine,오희수｜약사 히수타민,1.4만,국내 약사 인플루언서,,2026-07-26,10,https://www.instagram.com/hisutamine/reel/DbNyslZPO3J/,DbNyslZPO3J,릴스,47.1,711,85,183,453,1.57,0.11955,0.236203,0.5061,2.1529,0,광고아님,캡션에 (광고❌·공구❌)를 명시하고 제품 추천 기준과 상담 CTA를 제시,영양제·직장인건강,필수 영양제 TOP3,필요 순서→3개 성분→섭취 용량·방법 CTA,비타민D·유산균·오메가3,FMT-SUPPLEMENTS-TOP3-001,목록형,광고 없이 꼭 필요한 영양제 TOP3,문제 제기→필수 순서 3개→상담·추천제품 CTA,TOP3 번호·성분명 강조·광고 아님 배지,화면 자료 중심 릴스,20-30초,미확인,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,광고가 아님을 명시한 뒤 직장인에게 기본 영양제 3개를 우선순위로 제시,광고 배제 문구와 순서형 추천을 결합해 신뢰와 상담 전환을 동시에 노리는 구조(가설),돈 아끼는 영양제 우선순위; 비타민D·유산균·오메가3부터; 광고 없이 고르는 기준,,,검토,배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-05T09:42:57.355Z,DbNyslZPO3J.jpg,미달,"1만~5만 구간(배수 1.57/6, 조회수 711/10만)"
HISU-Da_sX41Ppuc,2026-08-04T20:50:00+09:00,E1,hisutamine,오희수｜약사 히수타민,1.4만,국내 약사 인플루언서,,2026-07-19,17,https://www.instagram.com/hisutamine/reel/Da_sX41Ppuc/,Da_sX41Ppuc,릴스,,81000,119,28,,,,,,0.2353,1,불명,다이소 단백질 쉐이크의 단백질·탄수화물·당류·첨가물·가격·맛을 점수화; 협찬 표기 없음,식품·제품비교·다이어트,단백질 쉐이크 성분표 해부,함량→성분→가격→맛→총점,단백질 23g·순탄수화물 13g·당류 1.8g·167kcal·분리대두단백·식물성크림,FMT-PRODUCT-SCORECARD-001,점수형,약사가 성분 뜯어본 다이소 천원 쉐이크,제품 선택 이유→4개 평가 항목→총점→대안 제안,항목별 점수·영양 수치·장단점 대비,화면 자료 중심 릴스,45-60초,미확인,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,제품을 함량·성분·가격·맛 4개 기준으로 점수화하고 선택 대안을 제시,수치와 점수를 함께 제시해 구매 전 비교 의도를 빠르게 충족함(가설),단백질 쉐이크를 4개 기준으로 점수화; 가격보다 성분을 먼저 보세요; 제품 라벨 해부 체크리스트,,,검토,지표수집 실패: 공개 재생수·릴스 길이 메타 미노출 | 배정 재판정(콘텐츠 전환): 김주성·오약·선영·공용; 근거=선영 허용 범위,2026-08-06T02:12:20+09:00,Da_sX41Ppuc.jpg,판정불가(지표없음),조회수·배수 없음
EJ-DbkuslGTffo,2026-08-04T20:38:00+09:00,E1,ej_yaksa,슈가팁스 | 당 관리 루틴 공유하는 약사 김은정,1455,국내 약사 인플루언서,,2026-08-03,2,https://www.instagram.com/ej_yaksa/reel/DbkuslGTffo/,DbkuslGTffo,릴스,32.4,323,6,0,454,0.71,0.018576,0.030755,0.604,0,1,불명,모기 물림 시 냉찜질·항히스타민제·가려움 완화제 선택과 감염 위험 신호를 설명; 광고·협찬 표기 없음,피부·육아건강·약물안전,모기 물림 응급 대처,증상별 약국 선택지 3단계,항히스타민제·하이드로코르티손·냉찜질·봉와직염,FMT-SYMPTOM-PHARMACY-3STEP-001,질문형,모기 물렸다고 손톱으로 십자 자국을 내거나 침부터 바르고 계신가요?,잘못된 민간요법 경고→가벼운 증상 대처→약국 선택지→감염 위험 신호,질문 자막·3단계 번호·위험 신호 강조,화면 자료 중심 릴스,30-45초,미확인,미측정,,검토,내용·형식,불가,,,모기 물림의 잘못된 대처를 먼저 끊고 증상별 대처와 진료 신호를 안내,민간요법 반박과 즉시 할 행동을 함께 제시해 저장 수요를 만듦(가설),모기 물렸을 때 먼저 멈출 행동; 가려움·붓기 약국 상담 순서; 감염 신호가 보이면 진료,,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 뷰티는 김주성 불가; 세 사람 제약 미충족,2026-08-05T09:42:17.587Z,DbkuslGTffo.jpg,미달,"~1만 구간(배수 0.71/8, 조회수 323/3만)"
EJ-DbVcEs9z-2I,2026-08-04T20:38:00+09:00,E1,ej_yaksa,슈가팁스 | 당 관리 루틴 공유하는 약사 김은정,1455,국내 약사 인플루언서,,2026-07-28,8,https://www.instagram.com/ej_yaksa/reel/DbVcEs9z-2I/,DbVcEs9z-2I,릴스,38.5,527,13,0,454,1.16,0.024668,0.030755,0.8021,0,1,불명,아기 땀띠에 칼라민 로션·덱스판테놀 연고와 환경 관리 기준을 설명; 광고·협찬 표기 없음,육아건강·피부,아기 땀띠 관리,원인 확인→보습·진정→진료 신호,칼라민·덱스판테놀·스테로이드 연고·땀띠,FMT-SYMPTOM-PHARMACY-3STEP-001,질문형,아기 몸에 땀띠가 올라왔다고 집에 있는 스테로이드 연고부터 바르시나요?,스테로이드 선사용 경고→가벼운 증상 선택지→생활 관리 3가지→진료 필요 신호,질문 자막·체크 목록·주의 문구,화면 자료 중심 릴스,30-45초,미확인,미측정,,검토,내용·형식,불가,,,아기 땀띠에서 먼저 피할 행동과 약국 선택지 및 생활 관리법을 설명,보호자가 바로 대입할 수 있는 금기와 생활 행동을 함께 제시함(가설),아기 땀띠에 스테로이드부터 바르지 마세요; 칼라민과 덱스판테놀 구분; 진물이 나면 진료,,,검토,배정 재판정(콘텐츠 전환): 불가; 근거=육아·아동 카테고리; 뷰티는 김주성 불가; 세 사람 제약 미충족,2026-08-05T09:42:20.063Z,DbVcEs9z-2I.jpg,미달,"~1만 구간(배수 1.16/8, 조회수 527/3만)"
